County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,DOL Vehicle ID,Vehicle Location,Electric Utility
India,Bhubaneswar,Odisha,564991,2019,MG Motor India,Kona EV,Battery Electric Vehicle (BEV),Eligible,223,1358890,107202,"Bhubaneswar, Odisha",TPDDL
India,Bhubaneswar,Odisha,569398,2019,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,492,1213257,107203,"Bhubaneswar, Odisha",BESCOM
India,Bhubaneswar,Odisha,226804,2019,BYD India,450X,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,97,2797626,107204,"Bhubaneswar, Odisha",GUVNL
India,Bhubaneswar,Odisha,369222,2019,Mahindra Electric,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,499,3203606,107205,"Bhubaneswar, Odisha",UPPCL
India,Bhubaneswar,Odisha,188062,2019,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Eligible,393,2545115,107206,"Bhubaneswar, Odisha",TPDDL
India,Bhubaneswar,Odisha,142970,2019,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,402,1913848,107207,"Bhubaneswar, Odisha",GUVNL
India,Bhubaneswar,Odisha,643393,2019,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,167,903740,107208,"Bhubaneswar, Odisha",TPDDL
India,Bhubaneswar,Odisha,652807,2019,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,326,3473018,107209,"Bhubaneswar, Odisha",Adani Electricity
India,Bhubaneswar,Odisha,648180,2019,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,464,4244911,107210,"Bhubaneswar, Odisha",UPPCL
India,Bhubaneswar,Odisha,579450,2019,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,257,2876174,107211,"Bhubaneswar, Odisha",TPDDL
India,Bhubaneswar,Odisha,333351,2019,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,322,2527254,107212,"Bhubaneswar, Odisha",GUVNL
India,Bhubaneswar,Odisha,236695,2019,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Eligible,126,2083839,107213,"Bhubaneswar, Odisha",BESCOM
India,Bhubaneswar,Odisha,640136,2019,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,232,1507448,107214,"Bhubaneswar, Odisha",Adani Electricity
India,Bhubaneswar,Odisha,370599,2019,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,86,1384044,107215,"Bhubaneswar, Odisha",BESCOM
India,Bhubaneswar,Odisha,923443,2019,Ola Electric,S1 Pro,Battery Electric Vehicle (BEV),Eligible,208,1163002,107216,"Bhubaneswar, Odisha",GUVNL
India,Bhubaneswar,Odisha,997271,2019,BYD India,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,300,4123078,107217,"Bhubaneswar, Odisha",GUVNL
India,Bhubaneswar,Odisha,763132,2019,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,171,3829183,107218,"Bhubaneswar, Odisha",GUVNL
India,Bhubaneswar,Odisha,432614,2019,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,93,3504888,107219,"Bhubaneswar, Odisha",Adani Electricity
India,Bhubaneswar,Odisha,361301,2019,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,160,3746183,107220,"Bhubaneswar, Odisha",UPPCL
India,Bhubaneswar,Odisha,408436,2019,MG Motor India,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,335,3538246,107221,"Bhubaneswar, Odisha",TNEB
India,Bhubaneswar,Odisha,411302,2019,TVS Motor,450X,Battery Electric Vehicle (BEV),Not Eligible,404,1555914,107222,"Bhubaneswar, Odisha",TPDDL
India,Bhubaneswar,Odisha,486252,2019,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,156,1105611,107223,"Bhubaneswar, Odisha",GUVNL
India,Bhubaneswar,Odisha,747500,2019,Mahindra Electric,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,384,3629152,107224,"Bhubaneswar, Odisha",Adani Electricity
India,Bhubaneswar,Odisha,364934,2019,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,440,1741328,107225,"Bhubaneswar, Odisha",BESCOM
India,Bhubaneswar,Odisha,529485,2019,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,464,3246635,107226,"Bhubaneswar, Odisha",UPPCL
India,Bhubaneswar,Odisha,586845,2019,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,137,3541957,107227,"Bhubaneswar, Odisha",BESCOM
India,Bhubaneswar,Odisha,218788,2019,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,132,2446445,107228,"Bhubaneswar, Odisha",TNEB
India,Bhubaneswar,Odisha,562742,2019,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,402,2635042,107229,"Bhubaneswar, Odisha",UPPCL
India,Bhubaneswar,Odisha,161324,2019,Tata Motors,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,448,1808264,107230,"Bhubaneswar, Odisha",GUVNL
India,Bhubaneswar,Odisha,702078,2019,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Not Eligible,199,1894556,107231,"Bhubaneswar, Odisha",BESCOM
India,Bhubaneswar,Odisha,234428,2019,BYD India,450X,Battery Electric Vehicle (BEV),Not Eligible,494,3842211,107232,"Bhubaneswar, Odisha",TPDDL
India,Bhubaneswar,Odisha,786218,2019,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Not Eligible,456,3902036,107233,"Bhubaneswar, Odisha",TNEB
India,Bhubaneswar,Odisha,386796,2019,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,263,2181786,107234,"Bhubaneswar, Odisha",UPPCL
India,Bhubaneswar,Odisha,317349,2019,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,269,1400586,107235,"Bhubaneswar, Odisha",Adani Electricity
India,Bhubaneswar,Odisha,833055,2019,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,484,2360530,107236,"Bhubaneswar, Odisha",TPDDL
India,Bhubaneswar,Odisha,981277,2019,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,121,1340635,107237,"Bhubaneswar, Odisha",TNEB
India,Bhubaneswar,Odisha,840939,2019,Tata Motors,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,367,1886374,107238,"Bhubaneswar, Odisha",TNEB
India,Cuttack,Odisha,573382,2019,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,311,3594569,107239,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,856742,2019,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,307,3188933,107240,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,957087,2019,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,249,3433596,107241,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,554251,2019,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,184,2014677,107242,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,939088,2019,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,103,3460988,107243,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,375778,2019,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,120,1857177,107244,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,842954,2019,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,179,4104685,107245,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,210265,2019,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,86,3836084,107246,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,257318,2019,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,306,3432524,107247,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,855020,2019,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,421,4468485,107248,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,668911,2019,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,252,2424255,107249,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,576024,2019,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,228,1537958,107250,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,975706,2019,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,395,2176357,107251,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,972596,2019,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,267,2793393,107252,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,473430,2019,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,306,1517424,107253,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,255656,2019,TVS Motor,Kona EV,Battery Electric Vehicle (BEV),Eligible,269,2530451,107254,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,236819,2019,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,402,935371,107255,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,196447,2019,Ola Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,136,2727982,107256,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,726712,2019,Hyundai EV,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,406,2438530,107257,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,469525,2019,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,366,1412677,107258,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,618740,2019,Ola Electric,Nexon EV,Battery Electric Vehicle (BEV),Not Eligible,355,3248602,107259,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,472396,2019,Ather Energy,Nexon EV,Battery Electric Vehicle (BEV),Eligible,339,1258725,107260,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,226160,2019,Hyundai EV,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,300,3282343,107261,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,766511,2019,BYD India,XUV400,Battery Electric Vehicle (BEV),Eligible,195,1085594,107262,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,979203,2019,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,449,2616986,107263,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,508233,2019,Ola Electric,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,491,2832766,107264,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,707415,2019,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,472,1717169,107265,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,935451,2019,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,258,3905674,107266,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,730888,2019,Ola Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,517,2301360,107267,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,672864,2019,BYD India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,230,1464012,107268,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,483539,2019,BYD India,Atto 3,Battery Electric Vehicle (BEV),Eligible,237,3506556,107269,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,871894,2019,Mahindra Electric,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,185,1378283,107270,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,186300,2019,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,215,4064177,107271,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,673377,2019,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,311,3847923,107272,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,958108,2019,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,175,1781937,107273,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,984763,2019,Ola Electric,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,412,2091306,107274,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,982435,2019,Hyundai EV,Nexon EV,Battery Electric Vehicle (BEV),Eligible,313,4494869,107275,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,431231,2019,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Eligible,180,1111191,107276,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,959542,2019,Tata Motors,450X,Battery Electric Vehicle (BEV),Not Eligible,466,3741895,107277,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,186316,2019,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,370,4284863,107278,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,398464,2019,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,223,1301930,107279,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,116849,2019,Ola Electric,450X,Battery Electric Vehicle (BEV),Eligible,516,2128994,107280,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,503518,2019,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Eligible,459,2134514,107281,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,336189,2019,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,507,2856753,107282,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,915218,2019,BYD India,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,375,2337198,107283,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,658882,2019,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,186,4412180,107284,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,565988,2019,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Not Eligible,297,1036258,107285,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,613815,2019,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,145,4420808,107286,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,535592,2019,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Eligible,147,1300509,107287,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,565699,2019,TVS Motor,ZS EV,Battery Electric Vehicle (BEV),Not Eligible,386,1655625,107288,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,805276,2019,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,183,1008805,107289,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,666517,2019,TVS Motor,iQube,Battery Electric Vehicle (BEV),Eligible,148,4047332,107290,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,351388,2019,Mahindra Electric,XUV400,Battery Electric Vehicle (BEV),Eligible,308,3689221,107291,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,525939,2019,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,224,1091016,107292,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,119622,2019,TVS Motor,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,307,2632554,107293,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,846852,2019,Hyundai EV,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,378,2840575,107294,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,675094,2019,Tata Motors,Kona EV,Battery Electric Vehicle (BEV),Eligible,270,2818270,107295,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,165657,2019,BYD India,450X,Battery Electric Vehicle (BEV),Not Eligible,224,1540053,107296,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,452663,2019,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,506,1968983,107297,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,236627,2019,TVS Motor,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,247,3889844,107298,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,781988,2019,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,421,4141017,107299,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,159176,2019,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,174,3039998,107300,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,601961,2019,Ather Energy,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,313,3671737,107301,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,815867,2019,Tata Motors,S1 Pro,Battery Electric Vehicle (BEV),Eligible,119,2480311,107302,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,275978,2019,Mahindra Electric,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,143,2416374,107303,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,919893,2019,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,164,3505727,107304,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,207435,2019,MG Motor India,XUV400,Battery Electric Vehicle (BEV),Eligible,351,2302041,107305,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,839501,2019,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Not Eligible,432,2297689,107306,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,573981,2019,Ola Electric,iQube,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,201,1680531,107307,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,285898,2019,BYD India,ZS EV,Battery Electric Vehicle (BEV),Eligible,507,1927422,107308,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,358665,2019,Mahindra Electric,iQube,Battery Electric Vehicle (BEV),Eligible,307,3329052,107309,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,372248,2019,TVS Motor,450X,Battery Electric Vehicle (BEV),Not Eligible,204,2776315,107310,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,843992,2019,Mahindra Electric,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Not Eligible,175,911984,107311,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,466726,2019,Tata Motors,450X,Battery Electric Vehicle (BEV),Eligible,410,1164720,107312,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,127083,2019,TVS Motor,450X,Battery Electric Vehicle (BEV),Eligible,436,1045929,107313,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,971996,2019,Ather Energy,450X,Battery Electric Vehicle (BEV),Eligible,106,4394148,107314,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,202202,2019,Ather Energy,XUV400,Battery Electric Vehicle (BEV),Eligible,414,3112067,107315,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,335932,2019,MG Motor India,S1 Pro,Battery Electric Vehicle (BEV),Not Eligible,99,3331399,107316,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,229976,2019,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,464,3082241,107317,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,336115,2019,Ather Energy,iQube,Battery Electric Vehicle (BEV),Eligible,508,1373663,107318,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,321341,2019,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Eligible,302,2490207,107319,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,612444,2019,MG Motor India,450X,Battery Electric Vehicle (BEV),Not Eligible,310,2671817,107320,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,369104,2019,Mahindra Electric,S1 Pro,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,187,2600640,107321,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,116625,2019,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,313,4256155,107322,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,537064,2019,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,295,4403971,107323,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,849160,2019,Ather Energy,450X,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,337,1659371,107324,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,838157,2019,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,365,906902,107325,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,807615,2019,BYD India,iQube,Battery Electric Vehicle (BEV),Eligible,296,4191363,107326,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,357079,2019,BYD India,Kona EV,Battery Electric Vehicle (BEV),Eligible,81,1323838,107327,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,769709,2019,TVS Motor,Kona EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,387,1813429,107328,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,626910,2019,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Eligible,516,3983696,107329,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,908017,2019,MG Motor India,Atto 3,Battery Electric Vehicle (BEV),Not Eligible,127,1941127,107330,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,764758,2019,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,334,2242703,107331,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,207752,2019,Hyundai EV,450X,Battery Electric Vehicle (BEV),Eligible,516,3345905,107332,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,480432,2019,Tata Motors,iQube,Battery Electric Vehicle (BEV),Eligible,276,4119738,107333,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,673913,2019,Tata Motors,ZS EV,Battery Electric Vehicle (BEV),Eligible,303,4091422,107334,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,323125,2019,Ather Energy,Atto 3,Battery Electric Vehicle (BEV),Eligible,371,4405065,107335,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,399966,2019,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,485,2371824,107336,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,456331,2019,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Not Eligible,364,1086518,107337,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,151807,2019,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,226,2329209,107338,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,477477,2019,Tata Motors,XUV400,Battery Electric Vehicle (BEV),Eligible,456,1352113,107339,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,373560,2019,Mahindra Electric,ZS EV,Battery Electric Vehicle (BEV),Eligible,434,2517528,107340,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,117341,2019,MG Motor India,Nexon EV,Battery Electric Vehicle (BEV),Eligible,266,3175223,107341,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,161037,2019,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,198,4285907,107342,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,974970,2019,BYD India,XUV400,Battery Electric Vehicle (BEV),Not Eligible,180,4401493,107343,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,241189,2019,Hyundai EV,Kona EV,Battery Electric Vehicle (BEV),Eligible,85,3235478,107344,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,199070,2019,Mahindra Electric,Nexon EV,Battery Electric Vehicle (BEV),Eligible,444,979331,107345,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,806470,2019,Hyundai EV,iQube,Battery Electric Vehicle (BEV),Not Eligible,389,1906610,107346,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,114627,2019,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,334,1952447,107347,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,147733,2019,BYD India,450X,Battery Electric Vehicle (BEV),Eligible,259,2053241,107348,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,733160,2019,TVS Motor,Atto 3,Battery Electric Vehicle (BEV),Eligible,278,4241637,107349,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,598219,2019,Mahindra Electric,Atto 3,Battery Electric Vehicle (BEV),Eligible,314,1806137,107350,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,612005,2019,BYD India,iQube,Battery Electric Vehicle (BEV),Not Eligible,323,1186336,107351,"Cuttack, Odisha",GUVNL
India,Cuttack,Odisha,312640,2019,Hyundai EV,XUV400,Battery Electric Vehicle (BEV),Eligible,108,1211092,107352,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,630331,2019,MG Motor India,iQube,Battery Electric Vehicle (BEV),Eligible,421,1036786,107353,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,391928,2019,Hyundai EV,ZS EV,Battery Electric Vehicle (BEV),Eligible,429,1198672,107354,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,829618,2019,Tata Motors,Nexon EV,Battery Electric Vehicle (BEV),Eligible,142,1468295,107355,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,957250,2019,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,317,2723880,107356,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,662927,2019,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,370,3865103,107357,"Cuttack, Odisha",Adani Electricity
India,Cuttack,Odisha,189220,2019,Ather Energy,S1 Pro,Battery Electric Vehicle (BEV),Eligible,344,1771989,107358,"Cuttack, Odisha",TPDDL
India,Cuttack,Odisha,553702,2019,BYD India,ZS EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,401,1864908,107359,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,915965,2019,Tata Motors,Kona EV,Battery Electric Vehicle (BEV),Eligible,423,4229479,107360,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,608029,2019,Ather Energy,Nexon EV,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,89,3565512,107361,"Cuttack, Odisha",BESCOM
India,Cuttack,Odisha,202284,2019,Mahindra Electric,Atto 3,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,509,2181555,107362,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,274420,2019,Hyundai EV,XUV400,Plug-in Hybrid Electric Vehicle (PHEV),Eligible,306,1294466,107363,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,198290,2019,Ola Electric,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,311,3547212,107364,"Cuttack, Odisha",TNEB
India,Cuttack,Odisha,692763,2019,Ather Energy,Kona EV,Battery Electric Vehicle (BEV),Eligible,130,3097362,107365,"Cuttack, Odisha",UPPCL
India,Cuttack,Odisha,328301,2019,Hyundai EV,Atto 3,Battery Electric Vehicle (BEV),Eligible,503,2875129,107366,"Cuttack, Odisha",TNEB
India,Mumbai,Maharashtra,867800,2020,Ola Electric,iQube,Battery Electric Vehicle (BEV),Eligible,407,4443405,107367,"Mumbai, Maharashtra",GUVNL
India,Mumbai,Maharashtra,576889,2020,Mahindra Electric,Kona EV,Battery Electric Vehicle (BEV),Not Eligible,293,4087758,107368,"Mumbai, Maharashtra",TPDDL
India,Mumbai,Maharashtra,473661,2020,Mahindra Electric,450X,Battery Electric Vehicle (BEV),Eligible,380,1337663,107369,"Mumbai, Maharashtra",BESCOM
